genome_id,media_id,group_id
GCF_001598395.1,RCH2_defined_Glucose_noNitrogen_cpd00129,set5IT072
GCF_001440325.1,RCH2_defined_noCarbon_cpd00024,set1IT006
GCF_001440325.1,RCH2_defined_noCarbon_cpd00024,set2IT054
GCF_001440325.1,RCH2_defined_noCarbon_-6447438133475219131,set1IT029
GCF_001440325.1,RCH2_defined_noCarbon_-6447438133475219131,set2IT077
GCF_001440325.1,RCH2_defined_noCarbon_cpd00117,set1IT028
GCF_001440325.1,RCH2_defined_noCarbon_cpd00117,set2IT076
GCF_001440325.1,RCH2_defined_noCarbon_cpd00082,set1IT002
GCF_001440325.1,RCH2_defined_noCarbon_cpd00082,set2IT050
GCF_001440325.1,RCH2_defined_noCarbon_cpd00108,set1IT005
GCF_001440325.1,RCH2_defined_noCarbon_cpd00108,set2IT053
GCF_001440325.1,RCH2_defined_noCarbon_cpd00222,set1IT007
GCF_001440325.1,RCH2_defined_noCarbon_cpd00222,set2IT055
GCF_001440325.1,RCH2_defined_noCarbon_cpd27103,set1IT032
GCF_001440325.1,RCH2_defined_noCarbon_cpd27103,set2IT080
GCF_001440325.1,RCH2_defined_noCarbon_cpd00027,set2IT049
GCF_001440325.1,RCH2_defined_noCarbon_cpd00314,set1IT013
GCF_001440325.1,RCH2_defined_noCarbon_cpd00314,set2IT061
GCF_001440325.1,RCH2_defined_noCarbon_cpd00138,set1IT033
GCF_001440325.1,RCH2_defined_noCarbon_cpd00138,set2IT081
GCF_001440325.1,RCH2_defined_noCarbon_cpd00550,set1IT027
GCF_001440325.1,RCH2_defined_noCarbon_cpd00550,set2IT075
GCF_001440325.1,RCH2_defined_noCarbon_cpd00100,set1IT014
GCF_001440325.1,RCH2_defined_noCarbon_cpd00100,set2IT062
GCF_001440325.1,RCH2_defined_noCarbon_cpd00035,set1IT021
GCF_001440325.1,RCH2_defined_noCarbon_cpd00035,set2IT069
GCF_001440325.1,RCH2_defined_noCarbon_cpd00224,set1IT004
GCF_001440325.1,RCH2_defined_noCarbon_cpd00224,set2IT052
GCF_001440325.1,RCH2_defined_noCarbon_cpd00132,set1IT018
GCF_001440325.1,RCH2_defined_noCarbon_cpd00132,set2IT066
GCF_001440325.1,RCH2_defined_noCarbon_cpd00053,set1IT019
GCF_001440325.1,RCH2_defined_noCarbon_cpd00053,set2IT067
GCF_001440325.1,RCH2_defined_noCarbon_cpd00119,set1IT017
GCF_001440325.1,RCH2_defined_noCarbon_cpd00119,set2IT065
GCF_001440325.1,RCH2_defined_noCarbon_cpd00130,set1IT016
GCF_001440325.1,RCH2_defined_noCarbon_cpd00130,set2IT064
GCF_001440325.1,RCH2_defined_noCarbon_cpd00066,set1IT025
GCF_001440325.1,RCH2_defined_noCarbon_cpd00066,set2IT073
GCF_001440325.1,RCH2_defined_noCarbon_cpd00065,set1IT026
GCF_001440325.1,RCH2_defined_noCarbon_cpd00065,set2IT074
GCF_001440325.1,RCH2_defined_noCarbon_cpd00156,set1IT022
GCF_001440325.1,RCH2_defined_noCarbon_cpd00156,set2IT070
GCF_001440325.1,RCH2_defined_noCarbon_cpd00118,set1IT030
GCF_001440325.1,RCH2_defined_noCarbon_-4818729677292480068,set1IT011
GCF_001440325.1,RCH2_defined_noCarbon_cpd00221,set1IT009
GCF_001440325.1,RCH2_defined_noCarbon_cpd00221,set2IT057
GCF_001440325.1,RCH2_defined_noCarbon_cpd00159,set2IT058
GCF_001440325.1,RCH2_defined_noCarbon_cpd03846,set2IT082
GCF_001440325.1,RCH2_defined_noCarbon_cpd00036,set1IT012
GCF_001440325.1,RCH2_defined_noCarbon_cpd00076,set1IT003
GCF_001440325.1,RCH2_defined_noCarbon_cpd00076,set2IT051
GCF_001440325.1,RCH2_defined_noCarbon_cpd00137,set2IT056
GCF_001440325.1,RCH2_defined_noCarbon_cpd01741,set1IT015
GCF_001440325.1,RCH2_defined_noCarbon_cpd01741,set2IT063
GCF_001440325.1,RCH2_defined_noCarbon_cpd00027,set3IT094
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00307,set3IT093
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00117,set3IT086
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00550,set3IT085
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd11589,set3IT087
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd24418,set3IT088
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00033,set3IT076
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00035,set3IT078
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00051,set3IT067
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00132,set3IT074
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00041,set3IT070
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00274,set3IT089
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00023,set3IT071
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00053,set3IT075
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00119,set3IT068
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00322,set3IT080
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00107,set3IT081
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00039,set3IT069
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00066,set3IT082
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00129,set3IT077
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00054,set3IT072
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00161,set3IT073
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00065,set3IT084
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00156,set3IT079
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00122,set3IT091
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00118,set3IT090
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00209,set3IT095
GCF_001440325.1,RCH2_defined_Glucose_noNitrogen_cpd00249,set3IT092
GCF_000620485.1,RCH2_defined_noCarbon_cpd00158,set1IT094
GCF_000620485.1,RCH2_defined_noCarbon_cpd00158,set2IT012
GCF_000620485.1,RCH2_defined_noCarbon_cpd00082,set1IT089
GCF_000620485.1,RCH2_defined_noCarbon_cpd00082,set2IT007
GCF_000620485.1,RCH2_defined_noCarbon_cpd00108,set2IT010
GCF_000620485.1,RCH2_defined_noCarbon_cpd00027,set1IT088
GCF_000620485.1,RCH2_defined_noCarbon_cpd00027,set2IT006
GCF_000620485.1,RCH2_defined_noCarbon_cpd00179,set1IT091
GCF_000620485.1,RCH2_defined_noCarbon_cpd00179,set2IT009
GCF_000620485.1,RCH2_defined_noCarbon_cpd00035,set2IT004
GCF_000620485.1,RCH2_defined_noCarbon_cpd00035,set2IT016
GCF_000620485.1,RCH2_defined_noCarbon_cpd00129,set2IT003
GCF_000620485.1,RCH2_defined_noCarbon_cpd00129,set2IT015
GCF_000620485.1,RCH2_defined_noCarbon_cpd00122,set2IT005
GCF_000620485.1,RCH2_defined_noCarbon_cpd00122,set2IT017
GCF_000620485.1,RCH2_defined_noCarbon_cpd00020,set1IT095
GCF_000620485.1,RCH2_defined_noCarbon_cpd00020,set2IT013
GCF_000620485.1,RCH2_defined_noCarbon_cpd00076,set2IT008
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_-6447438133475219131,set3IT091
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd27103,set3IT093
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00051,set3IT082
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00132,set3IT086
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00322,set3IT089
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00107,set3IT090
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00039,set3IT083
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00129,set3IT088
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00122,set3IT092
GCF_000620485.1,RCH2_defined_Glucose_noNitrogen_cpd00209,set3IT096
GCF_000146165.2,RCH2_defined_noCarbon_cpd00182,set3H11
GCF_000146165.2,RCH2_defined_noCarbon_cpd00182,set4H30
GCF_000146165.2,RCH2_defined_noCarbon_-6447438133475219131,set3H9
GCF_000146165.2,RCH2_defined_noCarbon_-6447438133475219131,set4H28
GCF_000146165.2,RCH2_defined_noCarbon_cpd00367,set3H14
GCF_000146165.2,RCH2_defined_noCarbon_cpd00367,set4H33
GCF_000146165.2,RCH2_defined_noCarbon_cpd11589,set3H24
GCF_000146165.2,RCH2_defined_noCarbon_cpd11589,set3H6
GCF_000146165.2,RCH2_defined_noCarbon_cpd24418,set3H7
GCF_000146165.2,RCH2_defined_noCarbon_cpd24418,set4H26
GCF_000146165.2,RCH2_defined_noCarbon_cpd00246,set3H13
GCF_000146165.2,RCH2_defined_noCarbon_cpd00246,set4H32
GCF_000146165.2,RCH2_defined_noCarbon_cpd00053,set3H22
GCF_000146165.2,RCH2_defined_noCarbon_cpd00053,set3H4
GCF_000146165.2,RCH2_defined_noCarbon_cpd00322,set3H23
GCF_000146165.2,RCH2_defined_noCarbon_cpd00322,set3H5
GCF_000146165.2,RCH2_defined_noCarbon_cpd00122,set3H10
GCF_000146165.2,RCH2_defined_noCarbon_cpd00122,set4H29
GCF_000146165.2,RCH2_defined_noCarbon_-4818729677292480068,set3H17
GCF_000146165.2,RCH2_defined_noCarbon_cpd00159,set2H45
GCF_000146165.2,RCH2_defined_noCarbon_cpd00159,set3H16
GCF_000146165.2,RCH2_defined_noCarbon_cpd00141,set2H47
GCF_000146165.2,RCH2_defined_noCarbon_cpd00141,set3H19
GCF_000146165.2,RCH2_defined_noCarbon_cpd00020,set2H46
GCF_000146165.2,RCH2_defined_noCarbon_cpd00020,set3H18
GCF_000146165.2,RCH2_defined_noCarbon_cpd01741,set2H48
GCF_000146165.2,RCH2_defined_noCarbon_cpd01741,set3H20
GCF_000146165.2,RCH2_defined_noCarbon_cpd00249,set3H12
GCF_000146165.2,RCH2_defined_noCarbon_cpd00249,set4H31
GCF_000146165.2,RCH2_defined_noCarbon_-4818729677292480068,set5H23
GCF_000146165.2,RCH2_defined_noCarbon_-4818729677292480068,set5H33
GCF_000146165.2,RCH2_defined_noCarbon_-4818729677292480068,set6H35
GCF_000146165.2,RCH2_defined_noCarbon_-4818729677292480068,set6H45
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00033,set6H34
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00033,set6H44
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00035,set5H15
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00035,set5H25
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00051,set6H26
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00051,set6H36
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00132,set6H32
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00132,set6H42
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00041,set6H28
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00041,set6H38
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00023,set6H29
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00023,set6H39
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00053,set6H33
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00053,set6H43
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00119,set6H27
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00119,set6H37
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00322,set5H16
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00322,set5H26
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00107,set5H27
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00060,set5H18
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00060,set5H28
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00066,set5H19
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00066,set5H29
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00054,set6H30
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00054,set6H40
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00161,set6H31
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00161,set6H41
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00122,set5H21
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00122,set5H31
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00118,set5H20
GCF_000146165.2,RCH2_defined_noNitrogen_cpd00118,set5H30
GCF_001633105.1,RCH2_defined_noCarbon_cpd00024,set1IT067
GCF_001633105.1,RCH2_defined_noCarbon_cpd00024,set1IT082
GCF_001633105.1,RCH2_defined_noCarbon_-6447438133475219131,set2IT020
GCF_001633105.1,RCH2_defined_noCarbon_cpd00082,set1IT062
GCF_001633105.1,RCH2_defined_noCarbon_cpd00082,set1IT077
GCF_001633105.1,RCH2_defined_noCarbon_cpd00082,set2IT002
GCF_001633105.1,RCH2_defined_noCarbon_cpd00108,set1IT065
GCF_001633105.1,RCH2_defined_noCarbon_cpd00108,set1IT080
GCF_001633105.1,RCH2_defined_noCarbon_cpd00108,set2IT005
GCF_001633105.1,RCH2_defined_noCarbon_cpd00222,set1IT068
GCF_001633105.1,RCH2_defined_noCarbon_cpd00222,set1IT083
GCF_001633105.1,RCH2_defined_noCarbon_cpd00027,set1IT061
GCF_001633105.1,RCH2_defined_noCarbon_cpd00027,set1IT076
GCF_001633105.1,RCH2_defined_noCarbon_cpd00314,set1IT075
GCF_001633105.1,RCH2_defined_noCarbon_cpd00314,set1IT090
GCF_001633105.1,RCH2_defined_noCarbon_cpd00314,set2IT011
GCF_001633105.1,RCH2_defined_noCarbon_cpd00138,set2IT021
GCF_001633105.1,RCH2_defined_noCarbon_cpd00105,set1IT066
GCF_001633105.1,RCH2_defined_noCarbon_cpd00105,set1IT081
GCF_001633105.1,RCH2_defined_noCarbon_cpd00588,set2IT013
GCF_001633105.1,RCH2_defined_noCarbon_cpd00100,set2IT012
GCF_001633105.1,RCH2_defined_noCarbon_cpd00224,set1IT064
GCF_001633105.1,RCH2_defined_noCarbon_cpd00224,set1IT079
GCF_001633105.1,RCH2_defined_noCarbon_cpd00224,set2IT004
GCF_001633105.1,RCH2_defined_noCarbon_cpd00132,set2IT016
GCF_001633105.1,RCH2_defined_noCarbon_cpd00053,set2IT017
GCF_001633105.1,RCH2_defined_noCarbon_cpd00130,set2IT015
GCF_001633105.1,RCH2_defined_noCarbon_-4818729677292480068,set1IT072
GCF_001633105.1,RCH2_defined_noCarbon_-4818729677292480068,set1IT086
GCF_001633105.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT008
GCF_001633105.1,RCH2_defined_noCarbon_cpd00221,set1IT070
GCF_001633105.1,RCH2_defined_noCarbon_cpd00221,set1IT084
GCF_001633105.1,RCH2_defined_noCarbon_cpd00221,set2IT006
GCF_001633105.1,RCH2_defined_noCarbon_cpd00159,set1IT071
GCF_001633105.1,RCH2_defined_noCarbon_cpd00159,set1IT085
GCF_001633105.1,RCH2_defined_noCarbon_cpd00159,set2IT007
GCF_001633105.1,RCH2_defined_noCarbon_cpd00141,set1IT089
GCF_001633105.1,RCH2_defined_noCarbon_cpd00020,set1IT073
GCF_001633105.1,RCH2_defined_noCarbon_cpd00020,set1IT087
GCF_001633105.1,RCH2_defined_noCarbon_cpd00020,set2IT009
GCF_001633105.1,RCH2_defined_noCarbon_cpd00036,set1IT074
GCF_001633105.1,RCH2_defined_noCarbon_cpd00036,set1IT088
GCF_001633105.1,RCH2_defined_noCarbon_cpd00036,set2IT010
GCF_001633105.1,RCH2_defined_noCarbon_cpd00076,set1IT063
GCF_001633105.1,RCH2_defined_noCarbon_cpd00076,set1IT078
GCF_001633105.1,RCH2_defined_noCarbon_cpd01741,set2IT014
GCF_001633105.1,RCH2_defined_noCarbon_cpd00027,set4IT092
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00117,set4IT086
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00035,set4IT078
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00051,set4IT070
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00053,set4IT075
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00119,set4IT071
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00322,set4IT080
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00107,set4IT081
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00066,set4IT083
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00129,set4IT077
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00054,set4IT072
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00161,set4IT073
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00069,set4IT084
GCF_001633105.1,RCH2_defined_Glucose_noNitrogen_cpd00249,set4IT090
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00024,set1IT019
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00024,set1IT020
GCF_000750555.1,M9_minimal_media_noCarbon_-6447438133475219131,set1IT059
GCF_000750555.1,M9_minimal_media_noCarbon_-6447438133475219131,set1IT060
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00082,set1IT005
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00082,set1IT006
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00108,set1IT013
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00108,set1IT014
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00280,set1IT045
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00280,set1IT046
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00222,set1IT023
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00222,set1IT024
GCF_000750555.1,M9_minimal_media_noCarbon_cpd27103,set1IT063
GCF_000750555.1,M9_minimal_media_noCarbon_cpd27103,set1IT064
GCF_000750555.1,Carbon-D-Glucose,set1IT003
GCF_000750555.1,Carbon-D-Glucose,set1IT004
GCF_000750555.1,Carbon-D-Glucose,set2IT096
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00079,set1IT025
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00079,set1IT026
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00179,set1IT009
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00179,set1IT010
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00314,set1IT043
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00314,set1IT044
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00138,set1IT065
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00138,set1IT066
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00105,set1IT015
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00105,set1IT016
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00550,set1IT057
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00550,set1IT058
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00588,set1IT051
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00588,set1IT052
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00794,set1IT055
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00794,set1IT056
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00154,set1IT011
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00154,set1IT012
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00100,set1IT047
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00100,set1IT048
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00139,set1IT041
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00139,set1IT042
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00751,set1IT017
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00751,set1IT018
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00130,set1IT053
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00130,set1IT054
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00122,set1IT061
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00122,set1IT062
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00029,set1IT027
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00029,set1IT028
GCF_000750555.1,M9_minimal_media_noCarbon_-4818729677292480068,set1IT035
GCF_000750555.1,M9_minimal_media_noCarbon_-4818729677292480068,set1IT036
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00221,set1IT031
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00221,set1IT032
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00020,set1IT037
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00020,set1IT038
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00036,set1IT039
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00036,set1IT040
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00076,set1IT007
GCF_000750555.1,M9_minimal_media_noCarbon_cpd00076,set1IT008
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00182,set2IT005
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00182,set2IT006
GCF_000750555.1,Carbon-D-Glucose,set2IT009
GCF_000750555.1,Carbon-D-Glucose,set2IT010
GCF_000750555.1,M9_minimal_media_noNitrogen_-6447438133475219131,set1IT093
GCF_000750555.1,M9_minimal_media_noNitrogen_-6447438133475219131,set1IT094
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00367,set2IT007
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00367,set2IT008
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00117,set1IT087
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00117,set1IT088
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00550,set1IT085
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00550,set1IT086
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd11589,set1IT089
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd11589,set1IT090
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd24418,set1IT091
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd24418,set1IT092
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00033,set1IT081
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00033,set1IT082
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00035,set1IT083
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00035,set1IT084
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00051,set1IT071
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00051,set1IT072
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00132,set1IT077
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00132,set1IT078
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00041,set1IT073
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00041,set1IT074
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00053,set1IT079
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00053,set1IT080
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00054,set1IT075
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00054,set1IT076
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00118,set1IT095
GCF_000750555.1,M9_minimal_media_noNitrogen_cpd00118,set1IT096
GCF_000016065.1,RCH2_defined_noCarbon_cpd00024,set1H37
GCF_000016065.1,RCH2_defined_noCarbon_cpd00024,set1H42
GCF_000016065.1,RCH2_defined_noCarbon_-6447438133475219131,set2IT012
GCF_000016065.1,RCH2_defined_noCarbon_-6447438133475219131,set2IT024
GCF_000016065.1,RCH2_defined_noCarbon_cpd00179,set1H47
GCF_000016065.1,RCH2_defined_noCarbon_cpd00179,set1H48
GCF_000016065.1,RCH2_defined_noCarbon_cpd00053,set2IT021
GCF_000016065.1,RCH2_defined_noCarbon_cpd00130,set2IT008
GCF_000016065.1,RCH2_defined_noCarbon_cpd00130,set2IT020
GCF_000016065.1,RCH2_defined_noCarbon_cpd00122,set2IT013
GCF_000016065.1,RCH2_defined_noCarbon_cpd00122,set2IT025
GCF_000016065.1,RCH2_defined_noCarbon_cpd00029,set1H36
GCF_000016065.1,RCH2_defined_noCarbon_cpd00029,set1H41
GCF_000016065.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT004
GCF_000016065.1,RCH2_defined_noCarbon_-4818729677292480068,set2IT016
GCF_000016065.1,RCH2_defined_noCarbon_cpd00106,set1H40
GCF_000016065.1,RCH2_defined_noCarbon_cpd00159,set2IT003
GCF_000016065.1,RCH2_defined_noCarbon_cpd00159,set2IT015
GCF_000016065.1,RCH2_defined_noCarbon_cpd00020,set2IT005
GCF_000016065.1,RCH2_defined_noCarbon_cpd00020,set2IT017
GCF_000016065.1,RCH2_defined_noCarbon_cpd00036,set2IT006
GCF_000016065.1,RCH2_defined_noCarbon_cpd00036,set2IT018
